taxonID,scientificName,Cabinet,subfamily,tribe,subgenus,author,taxonRank,genus,specificEpithet,infraspecificEpithet
SCAMAR1,Scaphinotus marginatus,3,Carabinae,Cychrini,Brennus,Fischer von Waldheim,species,Scaphinotus,marginatus,
SCAMER,Scaphinotus merkelii,3,Carabinae,Cychrini,Pseudonomaretus,Horn,species,Scaphinotus,merkelii,
SCAOBL,Scaphinotus obliquus,3,Carabinae,Cychrini,Brennus,LeConte,species,Scaphinotus,obliquus,
SCAORE,Scaphinotus oreophilus,3,Carabinae,Cychrini,Brennus,Rivers,species,Scaphinotus,oreophilus,
SCAPAR,Scaphinotus parisiana,3,Carabinae,Cychrini,Scaphinotus,Allen and Carlton,species,Scaphinotus,parisiana,
SCAPET,Scaphinotus petersi,3,Carabinae,Cychrini,Scaphinotus,Roeschke,species,Scaphinotus,petersi,
SCAPET1,Scaphinotus petersi biedermani,3,Carabinae,Cychrini,Scaphinotus,Roeschke,subspecies,Scaphinotus,petersi,biedermani
SCAPET2,Scaphinotus petersi catalinae,3,Carabinae,Cychrini,Scaphinotus,Van Dyke,subspecies,Scaphinotus,petersi,catalinae
SCAPET3,Scaphinotus petersi corvus,3,Carabinae,Cychrini,Scaphinotus,Fall,subspecies,Scaphinotus,petersi,corvus
SCAPET4,Scaphinotus petersi grahami,3,Carabinae,Cychrini,Scaphinotus,Van Dyke,subspecies,Scaphinotus,petersi,grahami
SCAPET5,Scaphinotus petersi kathleenae,3,Carabinae,Cychrini,Scaphinotus,Ball,subspecies,Scaphinotus,petersi,kathleenae
SCAPET6,Scaphinotus petersi petersi,3,Carabinae,Cychrini,Scaphinotus,Roeschke,subspecies,Scaphinotus,petersi,petersi
SCAPUN,Scaphinotus punctatus,3,Carabinae,Cychrini,Brennus,LeConte,species,Scaphinotus,punctatus,
SCAREG,Scaphinotus regularis,3,Carabinae,Cychrini,Pseudonomaretus,LeConte,species,Scaphinotus,regularis,
SCAREI,Scaphinotus reichlei,3,Carabinae,Cychrini,Maronetus,Barr,species,Scaphinotus,reichlei,
SCAREL,Scaphinotus relictus,3,Carabinae,Cychrini,Pseudonomaretus,Horn,species,Scaphinotus,relictus,
SCARID1,Scaphinotus ridingsii monongahelae,3,Carabinae,Cychrini,Steniridia,Leng,subspecies,Scaphinotus,ridingsii,monongahelae
SCARID2,Scaphinotus ridingsii ridingsii,3,Carabinae,Cychrini,Steniridia,Bland,subspecies,Scaphinotus,ridingsii,ridingsii
SCARID3,Scaphinotus ridingsii,3,Carabinae,Cychrini,Steniridia,Bland,species,Scaphinotus,ridingsii,
SCARIV,Scaphinotus riversi,3,Carabinae,Cychrini,Brennus,Roeschke,species,Scaphinotus,riversi,
SCARUG,Scaphinotus rugiceps,3,Carabinae,Cychrini,Brennus,Horn,species,Scaphinotus,rugiceps,
SCARUG1,Scaphinotus rugiceps incipiens,3,Carabinae,Cychrini,Brennus,Casey,subspecies,Scaphinotus,rugiceps,incipiens
SCARUG2,Scaphinotus rugiceps rugiceps,3,Carabinae,Cychrini,Brennus,Horn,subspecies,Scaphinotus,rugiceps,rugiceps
SCASCH,Scaphinotus schwarzi,3,Carabinae,Cychrini,Maronetus,Beutenmueller,species,Scaphinotus,schwarzi,
SCASNO,Scaphinotus snowi,3,Carabinae,Cychrini,Scaphinotus,LeConte,species,Scaphinotus,snowi,
SCASNO1,Scaphinotus snowi roeschkei,3,Carabinae,Cychrini,Scaphinotus,Van Dyke,subspecies,Scaphinotus,snowi,roeschkei
SCASNO2,Scaphinotus snowi snowi,3,Carabinae,Cychrini,Scaphinotus,LeConte,subspecies,Scaphinotus,snowi,snowi
SCASP,Scaphinotus (Brennus) sp.,3,Carabinae,Cychrini,Brennus,Motschulsky,subgenus,Scaphinotus,sp.,
SCASP1,Scaphinotus (Maronetus) sp.,3,Carabinae,Cychrini,Maronetus,Casey,subgenus,Scaphinotus,sp.,
SCASP11,Scaphinotus sp.,3,Carabinae,Cychrini,,Dejean,genus,Scaphinotus,sp.,
SCASP2,Scaphinotus (Neocychrus) sp.,3,Carabinae,Cychrini,Neocychrus,Roeschke,subgenus,Scaphinotus,sp.,
SCASP3,Scaphinotus (Nomaretus) sp.,3,Carabinae,Cychrini,Nomaretus,LeConte,subgenus,Scaphinotus,sp.,
SCASP4,Scaphinotus (Pseudonomaretus) sp.,3,Carabinae,Cychrini,Pseudonomaretus,Roeschke,subgenus,Scaphinotus,sp.,
SCASP5,Scaphinotus (Scaphinotus) sp.,3,Carabinae,Cychrini,Scaphinotus,Dejean,subgenus,Scaphinotus,sp.,
SCASP6,Scaphinotus (Steniridia) sp.,3,Carabinae,Cychrini,Steniridia,Casey,subgenus,Scaphinotus,sp.,
SCASP7,Scaphinotus (Stenocantharus) sp.,3,Carabinae,Cychrini,Stenocantharus,Gistel,subgenus,Scaphinotus,sp.,
SCASP8,Scaphinotus (Irichroa) sp.,3,Carabinae,Cychrini,Irichroa,Newman,subgenus,Scaphinotus,sp.,
SCASTR,Scaphinotus striatopunctatus,3,Carabinae,Cychrini,Brennus,Chaudoir,species,Scaphinotus,striatopunctatus,
SCASUB1,Scaphinotus subtilis,3,Carabinae,Cychrini,Brennus,Schaum,species,Scaphinotus,subtilis,
SCATEN,Scaphinotus tenuis,3,Carabinae,Cychrini,Maronetus,Casey,species,Scaphinotus,tenuis,
SCATRI,Scaphinotus tricarinatus,3,Carabinae,Cychrini,Steniridia,Casey,species,Scaphinotus,tricarinatus,
SCAUNI1,Scaphinotus unicolor,3,Carabinae,Cychrini,Scaphinotus,Fabricius,species,Scaphinotus,unicolor,
SCAUNI2,Scaphinotus unistriatus,3,Carabinae,Cychrini,Maronetus,Darlington,species,Scaphinotus,unistriatus,
SCAVAN,Scaphinotus vandykei,3,Carabinae,Cychrini,Scaphinotus,Roeschke,species,Scaphinotus,vandykei,
SCAVEL,Scaphinotus velutinus,3,Carabinae,Cychrini,Stenocantharus,Menetries,species,Scaphinotus,velutinus,
SCAVEN,Scaphinotus ventricosus,3,Carabinae,Cychrini,Brennus,Dejean,species,Scaphinotus,ventricosus,
SCAVID,Scaphinotus viduus,3,Carabinae,Cychrini,Irichroa,Dejean,species,Scaphinotus,viduus,
SCAVIO,Scaphinotus violaceus,3,Carabinae,Cychrini,Steniridia,LeConte,species,Scaphinotus,violaceus,
SCAWEB,Scaphinotus webbi,3,Carabinae,Cychrini,Irichroa,Bell,species,Scaphinotus,webbi,
SPHBIC,Sphaeroderus bicarinatus,3,Carabinae,Cychrini,,LeConte,species,Sphaeroderus,bicarinatus,
SPHCAN,Sphaeroderus canadensis,3,Carabinae,Cychrini,,Chaudoir,species,Sphaeroderus,canadensis,
SPHCAN1,Sphaeroderus canadensis canadensis,3,Carabinae,Cychrini,,Chaudoir,subspecies,Sphaeroderus,canadensis,canadensis
SPHCAN2,Sphaeroderus canadensis lengi,3,Carabinae,Cychrini,,Darlington,subspecies,Sphaeroderus,canadensis,lengi
SPHIND,Sphaeroderus indianae,3,Carabinae,Cychrini,,Blatchley,species,Sphaeroderus,indianae,
SPHNIT,Sphaeroderus nitidicollis,3,Carabinae,Cychrini,,Guerin-Meneville,species,Sphaeroderus,nitidicollis,
SPHSCH,Sphaeroderus schaumii,3,Carabinae,Cychrini,,Chaudoir,species,Sphaeroderus,schaumii,
SPHSP,Sphaeroderus sp.,3,Carabinae,Cychrini,,Dejean,genus,Sphaeroderus,sp.,
SPHSTE1,Sphaeroderus stenostomus lecontei,3,Carabinae,Cychrini,,Dejean,subspecies,Sphaeroderus,stenostomus,lecontei
SPHSTE2,Sphaeroderus stenostomus stenostomus,3,Carabinae,Cychrini,,Weber,subspecies,Sphaeroderus,stenostomus,stenostomus
SPHSTE3,Sphaeroderus stenostomus,3,Carabinae,Cychrini,,Weber,species,Sphaeroderus,stenostomus,
CARSP13,Carabinae sp.,#N/A,Carabinae,,,Latreille,subfamily,,sp.,
AMBBAR,Amblycheila baroni,4,Cicindelinae,Amblycheilini,,Rivers,species,Amblycheila,baroni,
AMBCYL,Amblycheila cylindriformis,4,Cicindelinae,Amblycheilini,,Say,species,Amblycheila,cylindriformis,
AMBHOV,Amblycheila hoversoni,4,Cicindelinae,Amblycheilini,,Gage,species,Amblycheila,hoversoni,
AMBPIC,Amblycheila picolominii,4,Cicindelinae,Amblycheilini,,Reiche,species,Amblycheila,picolominii,
AMBSCH,Amblycheila schwarzi,4,Cicindelinae,Amblycheilini,,Horn,species,Amblycheila,schwarzi,
AMBSP1,Amblycheila sp.,4,Cicindelinae,Amblycheilini,,Say,genus,Amblycheila,sp.,
AMBSP2,Amblycheilini sp.,#N/A,Cicindelinae,Amblycheilini,,Csiki,tribe,,sp.,
OMUAUD,Omus audouini,4,Cicindelinae,Amblycheilini,,Reiche,species,Omus,audouini,
OMUCAL,Omus californicus,4,Cicindelinae,Amblycheilini,,Eschscholtz,species,Omus,californicus,
OMUCAL1,Omus californicus angustocylindricus,4,Cicindelinae,Amblycheilini,,Horn,subspecies,Omus,californicus,angustocylindricus
OMUCAL2,Omus californicus californicus,4,Cicindelinae,Amblycheilini,,Eschscholtz,subspecies,Omus,californicus,californicus
OMUCAL3,Omus californicus subcylindricus,4,Cicindelinae,Amblycheilini,,Nunenmacher,subspecies,Omus,californicus,subcylindricus
OMUCAL4,Omus californicus intermedius,4,Cicindelinae,Amblycheilini,,Leng,subspecies,Omus,californicus,intermedius
OMUCAZ,Omus cazieri,4,Cicindelinae,Amblycheilini,,Van den Berghe,species,Omus,cazieri,
OMUDEJ,Omus dejeanii,4,Cicindelinae,Amblycheilini,,Reiche,species,Omus,dejeanii,
OMUSP,Omus sp.,4,Cicindelinae,Amblycheilini,,Eschscholtz,genus,Omus,sp.,
OMUSUB,Omus submetallicus,4,Cicindelinae,Amblycheilini,,Horn,species,Omus,submetallicus,
BRASP9,Brasiella sp.,4,Cicindelinae,Cicindelini,,Rivalier,genus,Brasiella,sp.,
BRAVIR2,Brasiella viridicollis,4,Cicindelinae,Cicindelini,,Dejean,species,Brasiella,viridicollis,
BRAWIC,Brasiella wickhami,4,Cicindelinae,Cicindelini,,Horn,species,Brasiella,wickhami,
CICABD,Cicindela abdominalis,4,Cicindelinae,Cicindelini,Cicindelidia,Fabricius,species,Cicindela,abdominalis,
CICALB,Cicindela albissima,4,Cicindelinae,Cicindelini,Cicindela,Rumpp,species,Cicindela,albissima,
CICAMA,Cicindela amargosae,4,Cicindelinae,Cicindelini,Cicindelidia,Dahl,species,Cicindela,amargosae,
CICAMA1,Cicindela amargosae amargosae,4,Cicindelinae,Cicindelini,Cicindelidia,Dahl,subspecies,Cicindela,amargosae,amargosae
CICAMA2,Cicindela amargosae nyensis,4,Cicindelinae,Cicindelini,Cicindelidia,Rumpp,subspecies,Cicindela,amargosae,nyensis
CICANC,Cicindela ancocisconensis,4,Cicindelinae,Cicindelini,Cicindela,T.Harris,species,Cicindela,ancocisconensis,
CICARE,Cicindela arenicola,4,Cicindelinae,Cicindelini,Cicindela,Rumpp,species,Cicindela,arenicola,
CICARI,Cicindela arida,4,Cicindelinae,Cicindelini,Cicindela,Davis,species,Cicindela,arida,
CICBEL,Cicindela bellissima,4,Cicindelinae,Cicindelini,Cicindela,Leng,species,Cicindela,bellissima,
CICBEL1,Cicindela bellissima bellissima,4,Cicindelinae,Cicindelini,Cicindela,Leng,subspecies,Cicindela,bellissima,bellissima
CICBEL2,Cicindela bellissima frechini,4,Cicindelinae,Cicindelini,Cicindela,Leffler,subspecies,Cicindela,bellissima,frechini
CICCAZ,Cicindela cazieri,4,Cicindelinae,Cicindelini,Cicindelidia,Vogt,species,Cicindela,cazieri,
CICCOL,Cicindela columbica,4,Cicindelinae,Cicindelini,Cicindela,Hatch,species,Cicindela,columbica,
CICDEC,Cicindela decemnotata decemnotata,4,Cicindelinae,Cicindelini,Cicindela,Say,subspecies,Cicindela,decemnotata,decemnotata
CICDEC1,Cicindela decemnotata bonnevillensis,4,Cicindelinae,Cicindelini,Cicindela,Knisley and Kippenhan,subspecies,Cicindela,decemnotata,bonnevillensis
CICDEC2,Cicindela decemnotata meriwetheri,4,Cicindelinae,Cicindelini,Cicindela,Knisley and Kippenhan,subspecies,Cicindela,decemnotata,meriwetheri
CICDEC3,Cicindela decemnotata montevolans,4,Cicindelinae,Cicindelini,Cicindela,Knisley and Kippenhan,subspecies,Cicindela,decemnotata,montevolans
CICDEC4,Cicindela decemnotata,4,Cicindelinae,Cicindelini,Cicindela,Say,species,Cicindela,decemnotata,
CICDEN1,Cicindela denikei,4,Cicindelinae,Cicindelini,Cicindela,Brown,species,Cicindela,denikei,
CICDEN2,Cicindela denverensis,4,Cicindelinae,Cicindelini,Cicindela,Casey,species,Cicindela,denverensis,
CICDEP,Cicindela depressula,4,Cicindelinae,Cicindelini,Cicindela,Casey,species,Cicindela,depressula,
CICDEP1,Cicindela depressula depressula,4,Cicindelinae,Cicindelini,Cicindela,Casey,subspecies,Cicindela,depressula,depressula
CICDEP2,Cicindela depressula eureka,4,Cicindelinae,Cicindelini,Cicindela,Fall,subspecies,Cicindela,depressula,eureka
CICDUO,Cicindela duodecimguttata,4,Cicindelinae,Cicindelini,Cicindela,Dejean,species,Cicindela,duodecimguttata,
CICFER,Cicindela fera,4,Cicindelinae,Cicindelini,Cicindelidia,Chevrolat,species,Cicindela,fera,
CICFLO,Cicindela floridana,4,Cicindelinae,Cicindelini,Cicindelidia,Cartwright,species,Cicindela,floridana,
CICFOR,Cicindela formosa,4,Cicindelinae,Cicindelini,Cicindela,Say,species,Cicindela,formosa,
CICFOR1,Cicindela formosa formosa,4,Cicindelinae,Cicindelini,Cicindela,Say,subspecies,Cicindela,formosa,formosa
CICFOR2,Cicindela formosa generosa,4,Cicindelinae,Cicindelini,Cicindela,Dejean,subspecies,Cicindela,formosa,generosa
CICFOR3,Cicindela formosa gibsoni,4,Cicindelinae,Cicindelini,Cicindela,Brown,subspecies,Cicindela,formosa,gibsoni
CICFOR4,Cicindela formosa pigmentosignata,4,Cicindelinae,Cicindelini,Cicindela,Horn,subspecies,Cicindela,formosa,pigmentosignata
CICFOR5,Cicindela formosa rutilovirescens,4,Cicindelinae,Cicindelini,Cicindela,Rumpp,subspecies,Cicindela,formosa,rutilovirescens
CICFUL1,Cicindela fulgida fulgida,4,Cicindelinae,Cicindelini,Cicindela,Say,subspecies,Cicindela,fulgida,fulgida
CICFUL2,Cicindela fulgida pseudowillistoni,4,Cicindelinae,Cicindelini,Cicindela,Horn,subspecies,Cicindela,fulgida,pseudowillistoni
CICFUL3,Cicindela fulgida westbournei,4,Cicindelinae,Cicindelini,Cicindela,Calder,subspecies,Cicindela,fulgida,westbournei
CICFUL4,Cicindela fulgida,4,Cicindelinae,Cicindelini,Cicindela,Say,species,Cicindela,fulgida,
CICHEM1,Cicindela hemorrhagica arizonae,4,Cicindelinae,Cicindelini,Cicindelidia,Wickham,subspecies,Cicindela,hemorrhagica,arizonae
CICHEM2,Cicindela hemorrhagica hemorrhagica,4,Cicindelinae,Cicindelini,Cicindelidia,LeConte,subspecies,Cicindela,hemorrhagica,hemorrhagica
CICHEM3,Cicindela hemorrhagica,4,Cicindelinae,Cicindelini,Cicindelidia,LeConte,species,Cicindela,hemorrhagica,
CICHIG,Cicindela highlandensis,4,Cicindelinae,Cicindelini,Cicindelidia,Choate,species,Cicindela,highlandensis,
CICHIR,Cicindela hirticollis,4,Cicindelinae,Cicindelini,Cicindela,Say,species,Cicindela,hirticollis,
CICHIR1,Cicindela hirticollis siuslawensis,4,Cicindelinae,Cicindelini,Cicindela,Graves,subspecies,Cicindela,hirticollis,siuslawensis
CICHIR10,Cicindela hirticollis athabascensis,4,Cicindelinae,Cicindelini,Cicindela,Graves,subspecies,Cicindela,hirticollis,athabascensis
CICHIR2,Cicindela hirticollis coloradula,4,Cicindelinae,Cicindelini,Cicindela,Graves,subspecies,Cicindela,hirticollis,coloradula
CICHIR3,Cicindela hirticollis corpuscula,4,Cicindelinae,Cicindelini,Cicindela,Rumpp,subspecies,Cicindela,hirticollis,corpuscula
CICHIR4,Cicindela hirticollis couleensis,4,Cicindelinae,Cicindelini,Cicindela,Graves,subspecies,Cicindela,hirticollis,couleensis
CICHIR5,Cicindela hirticollis gravida,4,Cicindelinae,Cicindelini,Cicindela,LeConte,subspecies,Cicindela,hirticollis,gravida
CICHIR6,Cicindela hirticollis hirticollis,4,Cicindelinae,Cicindelini,Cicindela,Say,subspecies,Cicindela,hirticollis,hirticollis
CICHIR7,Cicindela hirticollis rhodensis,4,Cicindelinae,Cicindelini,Cicindela,Calder,subspecies,Cicindela,hirticollis,rhodensis
CICHIR8,Cicindela hirticollis shelfordi,4,Cicindelinae,Cicindelini,Cicindela,Graves,subspecies,Cicindela,hirticollis,shelfordi
CICHIR9,Cicindela hirticollis abrupta,4,Cicindelinae,Cicindelini,Cicindela,Casey,subspecies,Cicindela,hirticollis,abrupta
CICHOR,Cicindela hornii hornii,4,Cicindelinae,Cicindelini,Cicindelidia,Schaupp,subspecies,Cicindela,hornii,hornii
CICHOR1,Cicindela hornii,4,Cicindelinae,Cicindelini,Cicindelidia,Schaupp,species,Cicindela,hornii,
CICLAT,Cicindela latesignata latesignata,4,Cicindelinae,Cicindelini,Cicindela,LeConte,subspecies,Cicindela,latesignata,latesignata
CICLAT1,Cicindela latesignata,4,Cicindelinae,Cicindelini,Cicindela,LeConte,species,Cicindela,latesignata,
CICLEN,Cicindela lengi,4,Cicindelinae,Cicindelini,Cicindela,Horn,species,Cicindela,lengi,
CICLEN1,Cicindela lengi jordai,4,Cicindelinae,Cicindelini,Cicindela,Rotger,subspecies,Cicindela,lengi,jordai
CICLEN2,Cicindela lengi lengi,4,Cicindelinae,Cicindelini,Cicindela,Horn,subspecies,Cicindela,lengi,lengi
CICLEN3,Cicindela lengi versuta,4,Cicindelinae,Cicindelini,Cicindela,Casey,subspecies,Cicindela,lengi,versuta
CICLIM,Cicindela limbata,4,Cicindelinae,Cicindelini,Cicindela,Say,species,Cicindela,limbata,
CICLIM1,Cicindela limbalis,4,Cicindelinae,Cicindelini,Cicindela,Klug,species,Cicindela,limbalis,
CICLIM2,Cicindela limbata limbata,4,Cicindelinae,Cicindelini,Cicindela,Say,subspecies,Cicindela,limbata,limbata
CICLIM3,Cicindela limbata nympha,4,Cicindelinae,Cicindelini,Cicindela,Casey,subspecies,Cicindela,limbata,nympha
CICLIM4,Cicindela limbata nogahabarensis,4,Cicindelinae,Cicindelini,Cicindela,Knisley,subspecies,Cicindela,limbata,nogahabarensis
CICLIM5,Cicindela limbata hyperborea,4,Cicindelinae,Cicindelini,Cicindela,LeConte,subspecies,Cicindela,limbata,hyperborea
CICLIM6,Cicindela limbata labradorensis,4,Cicindelinae,Cicindelini,Cicindela,Johnson,subspecies,Cicindela,limbata,labradorensis
CICLON,Cicindela longilabris,4,Cicindelinae,Cicindelini,Cicindela,Say,species,Cicindela,longilabris,
CICLON1,Cicindela longilabris laurentii,4,Cicindelinae,Cicindelini,Cicindela,Schaupp,subspecies,Cicindela,longilabris,laurentii
CICLON2,Cicindela longilabris longilabris,4,Cicindelinae,Cicindelini,Cicindela,Say,subspecies,Cicindela,longilabris,longilabris
CICLON3,Cicindela longilabris perviridis,4,Cicindelinae,Cicindelini,Cicindela,Schaupp,subspecies,Cicindela,longilabris,perviridis
CICMAR,Cicindela marginipennis,4,Cicindelinae,Cicindelini,Cicindelidia,Dejean,species,Cicindela,marginipennis,
CICNEB,Cicindela nebraskana,4,Cicindelinae,Cicindelini,Cicindela,Casey,species,Cicindela,nebraskana,
CICNIG,Cicindela nigrocoerulea,4,Cicindelinae,Cicindelini,Cicindelidia,LeConte,species,Cicindela,nigrocoerulea,
CICNIG1,Cicindela nigrior,4,Cicindelinae,Cicindelini,Cicindela,Schaupp,species,Cicindela,nigrior,
CICNIG2,Cicindela nigrocoerulea bowditchi,4,Cicindelinae,Cicindelini,Cicindelidia,Leng,subspecies,Cicindela,nigrocoerulea,bowditchi
CICNIG3,Cicindela nigrocoerulea nigrocoerulea,4,Cicindelinae,Cicindelini,Cicindelidia,LeConte,subspecies,Cicindela,nigrocoerulea,nigrocoerulea
CICNIG4,Cicindela nigrocoerulea subtropica,4,Cicindelinae,Cicindelini,Cicindelidia,Vogt,subspecies,Cicindela,nigrocoerulea,subtropica
CICOBS,Cicindela obsoleta,4,Cicindelinae,Cicindelini,Cicindelidia,Say,species,Cicindela,obsoleta,
CICOBS1,Cicindela obsoleta neojuvenilis,4,Cicindelinae,Cicindelini,Cicindelidia,Vogt,subspecies,Cicindela,obsoleta,neojuvenilis
CICOBS2,Cicindela obsoleta obsoleta,4,Cicindelinae,Cicindelini,Cicindelidia,Say,subspecies,Cicindela,obsoleta,obsoleta
CICOBS3,Cicindela obsoleta santaclarae,4,Cicindelinae,Cicindelini,Cicindelidia,Bates,subspecies,Cicindela,obsoleta,santaclarae
CICOBS4,Cicindela obsoleta vulturina,4,Cicindelinae,Cicindelini,Cicindelidia,LeConte,subspecies,Cicindela,obsoleta,vulturina
CICOCE,Cicindela ocellata,4,Cicindelinae,Cicindelini,Cicindelidia,Klug,species,Cicindela,ocellata,
CICOCE1,Cicindela ocellata ocellata,4,Cicindelinae,Cicindelini,Cicindelidia,Klug,subspecies,Cicindela,ocellata,ocellata
CICOCE2,Cicindela ocellata rectilatera,4,Cicindelinae,Cicindelini,Cicindelidia,Chaudoir,subspecies,Cicindela,ocellata,rectilatera
CICOHL,Cicindela ohlone,4,Cicindelinae,Cicindelini,Cicindela,Freitag Kavanaugh and Morgan,species,Cicindela,ohlone,
CICORE,Cicindela oregona,4,Cicindelinae,Cicindelini,Cicindela,LeConte,species,Cicindela,oregona,
CICORE1,Cicindela oregona guttifera,4,Cicindelinae,Cicindelini,Cicindela,LeConte,subspecies,Cicindela,oregona,guttifera
CICORE2,Cicindela oregona maricopa,4,Cicindelinae,Cicindelini,Cicindela,Leng,subspecies,Cicindela,oregona,maricopa
CICORE3,Cicindela oregona navajoensis,4,Cicindelinae,Cicindelini,Cicindela,Van Dyke,subspecies,Cicindela,oregona,navajoensis
CICORE4,Cicindela oregona oregona,4,Cicindelinae,Cicindelini,Cicindela,LeConte,subspecies,Cicindela,oregona,oregona
CICPAR,Cicindela parowana,4,Cicindelinae,Cicindelini,Cicindela,Wickham,species,Cicindela,parowana,
CICPAR1,Cicindela parowana parowana,4,Cicindelinae,Cicindelini,Cicindela,Wickham,subspecies,Cicindela,parowana,parowana
CICPAR2,Cicindela parowana platti,4,Cicindelinae,Cicindelini,Cicindela,Cazier,subspecies,Cicindela,parowana,platti
CICPAR3,Cicindela parowana wallisi,4,Cicindelinae,Cicindelini,Cicindela,Calder,subspecies,Cicindela,parowana,wallisi
CICPAT,Cicindela patruela,4,Cicindelinae,Cicindelini,Cicindela,Dejean,species,Cicindela,patruela,
CICPAT1,Cicindela patruela consentanea,4,Cicindelinae,Cicindelini,Cicindela,Dejean,subspecies,Cicindela,patruela,consentanea
CICPAT2,Cicindela patruela patruela,4,Cicindelinae,Cicindelini,Cicindela,Dejean,subspecies,Cicindela,patruela,patruela
CICPIM,Cicindela pimeriana,4,Cicindelinae,Cicindelini,Cicindela,LeConte,species,Cicindela,pimeriana,
CICPLU,Cicindela plutonica,4,Cicindelinae,Cicindelini,Cicindela,Casey,species,Cicindela,plutonica,
CICPOL,Cicindela politula,4,Cicindelinae,Cicindelini,Cicindelidia,LeConte,species,Cicindela,politula,
CICPOL1,Cicindela politula barbaraannae,4,Cicindelinae,Cicindelini,Cicindelidia,Sumlin,subspecies,Cicindela,politula,barbaraannae
CICPOL2,Cicindela politula petrophila,4,Cicindelinae,Cicindelini,Cicindelidia,Sumlin,subspecies,Cicindela,politula,petrophila
CICPOL3,Cicindela politula politula,4,Cicindelinae,Cicindelini,Cicindelidia,LeConte,subspecies,Cicindela,politula,politula
CICPOL4,Cicindela politula viridimonticola,4,Cicindelinae,Cicindelini,Cicindelidia,Gage,subspecies,Cicindela,politula,viridimonticola
CICPUG,Cicindela pugetana,4,Cicindelinae,Cicindelini,Cicindela,Casey,species,Cicindela,pugetana,
CICPUL,Cicindela pulchra,4,Cicindelinae,Cicindelini,Cicindela,Say,species,Cicindela,pulchra,
CICPUL1,Cicindela pulchra dorothea,4,Cicindelinae,Cicindelini,Cicindela,Rumpp,subspecies,Cicindela,pulchra,dorothea
CICPUL2,Cicindela pulchra pulchra,4,Cicindelinae,Cicindelini,Cicindela,Say,subspecies,Cicindela,pulchra,pulchra
CICPUN,Cicindela punctulata,4,Cicindelinae,Cicindelini,Cicindelidia,Olivier,species,Cicindela,punctulata,
CICPUN1,Cicindela punctulata punctulata,4,Cicindelinae,Cicindelini,Cicindelidia,Olivier,subspecies,Cicindela,punctulata,punctulata
CICPUN2,Cicindela punctulata chihuahuae,4,Cicindelinae,Cicindelini,Cicindelidia,Bates,subspecies,Cicindela,punctulata,chihuahuae
CICPUR,Cicindela purpurea,4,Cicindelinae,Cicindelini,Cicindela,Olivier,species,Cicindela,purpurea,
CICPUR1,Cicindela purpurea audubonii,4,Cicindelinae,Cicindelini,Cicindela,LeConte,subspecies,Cicindela,purpurea,audubonii
